text,gpt_responses,scope3,vague,file_name
"We have been participating in the Better Buying survey since 2018 and just received our most recent results back, in which we improved our total score since last year, increased our participation rate to above 50% and scored above the industry average overall.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"This report also includes our analysis of the International Ener gy Agency’s normative Net Zero Emissions scenario, which some observers are now using as guidance.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"It also includes how business operations approach diversity, equity and inclusion through marketing, sales and corporate citizenship.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv
"At TotalEnergies, a diverse workforce is key to our competitive ness, appeal and ability to innovate.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"This competition culminated with an inspiring storytelling panel featuring NIKE designers, followed by a design pitch from five student teams, with the winning team receiving scholarships.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Under this program, all colleagues have a voice and receive required support when needed.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"This report also provides an opportunity for us to explain even more clearly and transparently our climate ambition, our prog ress, the pertinence of our 2030 objectives and our ability to meet or exceed them, and in so doing, show our stakeholders that we are already on the right track.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"Building on our efforts which include our acquisition of Global Blood Therapeutics, Inc. to help underserved patient communities, such as those with sickle cell disease, as well as expanded access programming through An Accord for a Healthier World we more purposefully integrated ESG into our ways of working in 2022, including strategic decisions, business operations, and governance, to create greater ownership of impact at all levels.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_PFE_2022_results.csv
"This code provides speci c guidance to employees and outlines how we can and must uphold and strengthen the standards of honor and integrity that have de ned our company since our founding.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"Awarded a total of 40,000 USD to rising college sophomores who graduated from CHSAS.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"In FY22, all Valari fellows were offered and accepted full time Director level positions in the technology organization, landing on teams that are critical to our overall Consumer Direct Acceleration offense, including Enterprise Data and Analytics, and Technical Product Management.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"By the end of 2022, Archways to Opportunity had increased access to education for more than 82,500 people since 2015.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"We plan to submit this target to the Science Based Targets initiative (SBTi) for assessment.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"We use an integrated, risk based due diligence approach that focuses on workplace rights and leverages our current practices and systems to identify, assess and manage potential human rights risks within our supply chain.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_XOM_2022_results.csv
"We aim to help manage nature related risks and build resilience by working with farmers to preserve and regenerate nature, and support biodiversity.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_MCD_2022_results.csv
"Data is reflective of populations at year end 2020 and 2021, respectively, inclusive of annual promotions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"Commercial air travel emissions are estimated based on mileage calculated from number and route distance of trips, presented in Scope 3 emissions.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_NKE_2022_results.csv
"Certain petrochemical activities, notably biopolymer produc tion and mechanical or advanced recycling of plastics.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_TTE_2022_results.csv
"The graph compares the cumulative total returns of Deere Company, the Standard Poor’s (S P) Construction Machinery Heavy Transportation Equipment Index, the S P 500 Industrials, and the S P 500 Stock Index over a ve year period.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"In fiscal 2022, the unit highlighted people and organizations making an impact in Hidden Climate Heroes and took an in depth look at the causes and risks of climate change in a monthlong series, Climate Crisis: Saving Tomorrow.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv
"Water consumption from Disney Stores and leased assets are excluded.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv
"We require all employees to complete training on our Code and, where permitted by law, also require that employees regularly certify compliance with the Code.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DE_2022_results.csv
"AIB European Residual Mixes For facilities in the EU that do not have contractual instruments available, NIKE uses residual mix factors.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"The facility boundary is equivalent to the property boundary, and freshwater is inclusive of domestic and manufacturing use.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"The Nike Refurbished footwear product line launched in select stores in the U.S. in March 2021.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"The team coordinates across the enterprise to measure and report progress on Leap Ambitions and other sustainability metrics, evolve core processes, and engage with external stakeholders to communicate the Smart Industrial Operating Model and Leap Ambitions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"The program also tackles a common misperception among parents that increasing a child’s amount of physical activities leads to lower academic achievement.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Partnered with Mercedes Benz via ACC (joint venture between TotalEnergies and Stellantis) to manufacture.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_TTE_2022_results.csv
"Since then, NIKE’s commitment to corporate purpose has only deepened and grown building on the continuing commitment to strong governance, sustainable growth and responsible leadership.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_NKE_2022_results.csv
"After suppliers are selected and onboarded, they are expected to comply with Pfizer’s Responsible Sourcing guidelines and Supplier Conduct Principles, which are aligned to the Pharmaceutical Supply Chain Initiative.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_PFE_2022_results.csv
"As part of this commitment, NIKE, Inc. will invest 40 million over four years with a focus on economic empowerment, education innovation and social justice reform.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"We also aim to provide regular medical checkups for our employees, especially those exposed to workplace hazards 97% of our workforce received a checkup in 2021.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"From recruitment to retirement, Pfizer works to cultivate a positive colleague experience dedicated to professional and personal success, providing equitable opportunities, and creating breakthroughs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"Energy consumption includes natural gas, hi sene, diesel, propane, electricity, onsite solar, and onsite wind.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Pfizer’s organizational boundaries for environmental performance include all owned sites and leased facilities where Pfizer has operational control.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_PFE_2022_results.csv
"Each day, TotalEnergies serves more than 8 million motorists in its service stations around the world and 13 million gas and electricity customers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"We relied to some extent on each framework to develop this report while formally adhering to none in their entirety.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_PFE_2022_results.csv
"NIKE continues to work on obtaining systematic access to more actual consumption data.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"Coolers have long been a key opportunity because approximately one third of our emissions comes from cold drink equipment and dispensing.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_KO_2022_results.csv
"The development of low carbon and renewable fuels for the transportation industry.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_TTE_2022_results.csv
"These rhinos help us learn more about this near threatened species, share learnings with other institutions, and offer guests an opportunity to connect with incredible animals in person.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Anti racism education for riders and drivers In 2021, Uber made progress on our commitment to build racial equity internally and externally in our products, services, and advocacy and in communities where our riders and drivers come from .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"It provides additional financial and sustainability data, including performance data for our sustainability goals as well as other important topics.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"Together, these measures led to 15% energy cost savings from reductions in electricity and natural gas usage.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"We now have five years of experience implementing the World Without Waste program.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv
"The Global Happy Meal Goals apply to all markets globally, with measurement and reporting of progress among our 20 major markets in the U.S., Canada, Brazil, Argentina, Mexico, the U.K., France, Germany, Austria, Spain, the Netherlands, Italy, Poland, Sweden, Switzerland, Hong Kong, China, Japan, Taiwan and Australia.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
